review,rating
"My thorough review of MI Dual Driver earphone after using it for a month, 3-4 (Approx.) Hours in a day. This review is based on the following parameters;
1. Overall Sound Quality 8/10
2. Bass 8/10
3. Sound clarity (Vocals, Mids, Highs) 9/10
4. Build Quality 9/10
5. Value for money. 8.5/10
Pros: Sound Quality, Build Quality, Tangle free wire Quality
Cons: As these earphones are heavy (metallic earphone chambers) you can’t wear them for more than 2 to 2.5 hours continuously.
These earphones actually proves what they claim, these are dual driver earphones and segregate the multiple instrument sounds clearly and separately. I have experienced sounds of many hidden instruments that were not audible in Realme Buds 2 and Sennheiser HD 602.
Bass is important part of the music but it should not be the only parameter to judge the sound quality of any Headphone/earphone.
MI dual driver earphone is a device that will provide you balanced, clear and loud music. For most of the sound tracks you can’t even raise volume to 100% level, even at 100% volume there are no signs of distortion, not even 0.1%.
I have seen many people complaining about the sound quality, for Redmi users I would suggest to go to Settings->Sound & Vibration->Sound effects, now turn on the MI Sound Enhancer and select ""MI in ear Pro"" from the option. Once done then you will get the real sound, real bass and dose of real music.
I will give 8.5/10 to MI dual driver earphone and trust me this the best choice in earphones under 1000 Rs. Its stands ahead of Sony, JBL, Sennheiser and Realme Buds 2 ""under"" Rs 1000 category.
Additional Tip: To test your earphones quality download ""Earphones Test+"" from play store and judge the quality of any earphone at your own.",5.0 out of 5 stars
For the price 800 it is over rated. Product is average. You will get same quality earphone for 500 in other brands.,2.0 out of 5 stars
"Very average product. Sound quality, bass is not good. All good reviews are misleading.",3.0 out of 5 stars
Sound and bass quality is poor. Device sounds like a mono device. Disappointed with the purchase.,2.0 out of 5 stars
Good,5.0 out of 5 stars
It has an amazing magnetic tip with glass finish which gives it an mesmerizing look. The sound is amazing you won't regret buying. Even it highest level of volume the sound quality remains awesome. Noise cancellation is good for indore calls. I have not checked outdoor noise cancellation. Three buttons gives you volume and call control. Braided wire looks premium but at the same time light as feather. I am satisfied with my purchase.,4.0 out of 5 stars
"I have been using Sennheiser CX-180 for last two years, and have become really fade up with their cheap material quality. Finally, I decided to buy this one. Used for almost 1 hour, way better ! Braided cable really doesn't get tangled that easily, sound quality is also good, maybe Bass is lightly higher, but I have to use it more to know that. The buttons do their work as intended (because I have used lots of other earpieces whose button functions are puzzling), however, sometimes the buttons may feel stiff (I don't know maybe it's my way of pressing). The audio quality during calls also went off smoothly, although noise cancellation might be an issue with people who want ABSOLUTE SILENCE, because this is DOESN'T PROVIDE ABSOLUTE SILENCE, although it comes very near to it (of course, depends on the environment one is using).
OVERALL, a nice product at this budget, packaging was nice and crisp, like with all Mi products. Hopefully, it will be better than the CX-180.",4.0 out of 5 stars
"Honestly Review...According to price (600-800rs). Normal Sounds is Average .
Bass is low and thare is no thumping sound.
I'm very disappointed. Anyway Wire quality is good. Mic is good. Boult Audio loop (350rs) has Bass and thumping. Compare to Redmi",3.0 out of 5 stars
" Guys If zyou have Redmi Or Xioami Or Poco Mobile Just Go 👍For It It is Just Awesome for These Above Mobiles I'm Using since 2years Just awesome & Build Quality Also Super... & last But Not least Sound Quality Is Just Soo soothing 😘The Magnet Locking Also Good !!!♥️ Just go & Buy It & Bass Quality Is superrr 🎼, noise cancellation Is Super But Only For Miui Mobiles",5.0 out of 5 stars
"Writing this review after close to a month of use.
The dual driver is for real. As the sound separation is very nice.. but need to use some equalizer to get the balance right. Because the bass is heavy. It's very heavy to the point that you need to lower the volume just to save your ears (If you want to have hearing ability for at least few more years). I love to explore new earphones and headphones and this one is very good for the money. Sound quality is clear and I concluded that it's better when I went to a non dual driver earphone from same Mi (redmi earphone).",4.0 out of 5 stars
This Is Good But If U Are a Bass Lover...Go For Realme Buds2,4.0 out of 5 stars
No purchasing,2.0 out of 5 stars
"Low base.
Heavy not fits well.",3.0 out of 5 stars
The sound is dull,3.0 out of 5 stars
"Don't buy if you are an audiophile, it definitely disappoint you.
This earphones are not that high quality becoz i connected to quad 32 bit amplifier in theory it must sound good but practically it is opposite to these buds
Why i dont know left ear bud is buzzing i thought it is my product problem so i replaced still i see the same buzzing sound in left bud, maybe it is design problem
Finally i say if you plan to buy these use for low end phones or low end devices, i don't suggest for high end phones or any amplifiers also
And mainly it is only made for music not for gaming
Final review
Bass is good
Mids, vocals are ok but high volume mixes all
And highs are swallowed by driver not that great
I am an audiophile though.
I use 1more quad driver, triple driver neck band, 1more tws and lot of sony headsets, comparing to these isn't good bcoz these are just 800 still lot of alternatives are there here like
Sony
Sennheiser
1more piston
And more to go",4.0 out of 5 stars
These earphones sound good enough for the price but they are not for everyone. Make sure you check them in terms of ear fit beacause they could hurt your ears if you use them for long time. And braided cable is not as good as you might expect. They are good enough for normal use but not recommended to use them for harsh environments or rough use they might eventually wearoff. It could reduce outside noise for a very low level but you can hear people at 60 percent volume. You have to increase sound to avoid outside noise. It is not completely tangle free but it is good at what it can offer for price.,3.0 out of 5 stars
Its a basic earphone. Very well built. Audio quality is above average.,3.0 out of 5 stars
"Product is good. But its wire is not tangle free. Its band time after time.
After 8 month of use its one side is not working.",3.0 out of 5 stars
A tad little bass heavy for me but works like a charm. The dual drivers are magic and hold the music and melodies too well. It is way better and cheaper than the most i have come accross.,4.0 out of 5 stars
In this price range not best but good in sound quality it's more durability,4.0 out of 5 stars
First and foremost the build quality.. It's really good except for the part which is not braided..Comfortability is excellent.Perfectly comfortable even after wearing for long time... Finally the sound quality... It's loud..The bass is deep and good...Overall a worthy buy!,4.0 out of 5 stars
"Like : bass lovers use, best in class and quality
Dislike : mic not working in PC we need hold the mic button then only it will work.",4.0 out of 5 stars
"excellent build quality, impressive sound output",5.0 out of 5 stars
"A little overpriced according to the bass it provides. Treble is good. Mic sometimes create noise while calling. Upper wire build is not good, lower wire is good. L shaped jack is good.",4.0 out of 5 stars
This earphones are best to play BGMI. It has better sound quality and noise cancellation. My brother and me we both play BGMI but first footstep comes in my ear and in his realme buds 2 it comes afterwards. The drawback is it fix in my ear properly but when I put off this earphones my ears are paining but it is not too much paining after 5 mins it's over,4.0 out of 5 stars
"I have been using a JBL C200SI and Sony MDR-EX150AP since an year and my review is based on the comparison among the 3.
The earpieces in MI are huge and heavy at the back, probably because of the dual drivers or useless magnets, which makes them fall out frequently while just moving the head. When the fit is poor it fails to block the outside noise as too. It comes with 3 extra tips and none of them worked. I tried using ear tips from other earphones I have but no luck.
About the quality, there is nothing special about the Bass as they are advertising (tried on Samsung S8 and no EQ, it might do better on MI phone with EQ). It is equal to JBL C200SI, but lacks in overall clarity. Mids and highs are overpowered by the bass. It's only the cable strength which I liked which is better then both Sony and JBL. I have not tested the mic.",4.0 out of 5 stars
"My honest opinion about this earphone is pretty good... Since i bought this earphone in 11st August... Almost it's 3 moths in use...
Very satisfied with this earphone...
Biught it in 799...all things are pretty good..
Happy facts: 1-Build quality(braided cable from the jack to the microphone) , don't worry about the earpiece wore it's pretty strong though)
2-Microphone quality is amazing.. The best part is it's position.. Right in front of your mouth makes a perfect distant audio while in call or while singing etc
3-Bass quality is as promised.. But it's not like dual driver as MI claims😉... But there is no major difference in quality like Vocals, instruments etc
4- 3.5mm jack has also updated from last year (those who bought the 699 variant in past) it's really actual L-SHAPE... Seems pretty sturdy
5-Magnetic buds with premium color finish gives a premium look with compatibility

Things that i don't like....
1-Last year the 699 variant came with the metal volume up n down with microphone box as shown in picture.. But this year they gave the plastic one... Only the microphone circuit area.... But that's nit a deal breaker for me...
2- About pricing... If the earphone was between 700 to 750..it will be a great deal for all people or other customers

Lastly i highly recommend you guys thus earphone.. It can last easily 1 to 1.8 years in a rough use...
The previous 699 variant i bought is still working abiut 2years for now...
THANK YOU",5.0 out of 5 stars
Not that good,2.0 out of 5 stars
সবদিক থেকেই পছন্দ,5.0 out of 5 stars
I dont like quality of heads,5.0 out of 5 stars
"Good for call, not good quality for music",2.0 out of 5 stars
"Waited much for this product since the time I ordered for it. I checked the sound quality, bass and mic quality for hands free calling. There is no significant difference in the output sound quality when compared to others in this price segment. One should not expect something different out of its dual driver set up. Turn off the equalizer and test the sound quality in the mid-volume. Noise Cancellation is the core feature which has drawn my attention and it made me buy this one. Honestly, it is not up to the mark in terms of noise cancellation. Bass quality is too good. If you are a bass lover, you can go with it. Build quality with the braided cable is good.
Overall, the product is a decent one at this price and it won't disappoint you if you don't expect much from the title ""dual driver"". Well it can be given 7/10 as an over all rating.",4.0 out of 5 stars
I like it’s clear sound quality but base not boosted it is not recommended for the base lover . It's only recommended if you be a clear sound quality and the base also be maintained its recommended for that person,4.0 out of 5 stars
No bass,2.0 out of 5 stars
"Writting this review after using this earphones for hours.
Firstly Kudos to Amazon Customer services, they helped me a lot for issues regarding to this product.
but... delivery took lottttt of time and was not showing any update in 'order section'.
The product itself is quite good one.
Base is adequate.
lows - mids are nice as per considering the price. Voice and call quality is crisp and clear no issues while calling. Dual driver technology definitely stands out. Sound is crisp and perfect.
Build is phenomenal.
I've used Sennheiser (cx-180) and Sony(ex150AP).
Both of these have mediocre build and sound quality as compared to this one.

But one thing is not going good about this earphones...
The control button is not working at all.
I'm using Motorola x4 and audio jack isn't perfectly fitting.
every time i use it while walking or sitting in chair it gets disconnected and every time I've to plug it again and again.... it's so damn annoying.
&
I've no idea how to solve the control button issue.
May be I'll get it checked from MI Service Center.
Overall product is good and value for money.
No need to waste money on other products just go for this one..
It'll fullfill your requirements.
Thanks😉.",3.0 out of 5 stars
"Build quality is super
Bass is low
Mids and highs are good
Good for gaming and calling and for music( bass is low )",3.0 out of 5 stars
Extremely irritating. I use mi phone. This is mi headset. This automatically wakes up Google assistant every 10 secs. So whatever app i play will stop another irritating thing it automatically opens up volume control and keeps on changing the volume up and down by itself,1.0 out of 5 stars
"I bought it for using in the meeting calls. The quality was fine initially, later it polluted with a constant noise shsh.... Audible but reduced the quality of voice.",1.0 out of 5 stars
It has great sound quality but if you love high bass it's not for you . It has nice bass but there is no punch in it. If you want high bass go for realme buds 2. But still it's a nice earphones.,4.0 out of 5 stars
सोंग,4.0 out of 5 stars
"Waste product and waste of money. Realme buds 2, Boat 242 and Florid machine 786 are better than MI Dual driver earphones. They have less price and producing good sound quality than dual driver. Very disappointed with this product. But Amazon packing was good.",2.0 out of 5 stars
No doubt this is for bass lovers. I bought this in 2020 and now it's 2022. Two days ago it started not working properly. I used this every day for twelve hours but still i don't know how it survived these many months.,5.0 out of 5 stars
"Manufacturing quality wise very good , but sound quality wise only good",4.0 out of 5 stars
Yes..I'm writing this after using 3 months...but the prob is ryt ear nt working after using 3 months..but it was in a gurantee period..I talk to customer care executive in Amazon..thy told to talk to the mi customer care team..but very decently they provide me the service center near by home and thy replaced the earphone v well mannered..I appreciate the amazone customer care team and the mi team..truly saying I'm actually not expecting tht it will be replaced / exchanged..any way thank u all🙏🙏as per ear phone quality u won't regret..gd one👍👌,4.0 out of 5 stars
Best sound quality in this price range. Got 6 months out of it. Cable covering started to come apart after 4 months due to rough use. After 6 months left channel died. Right is still going strong.,4.0 out of 5 stars
Badhiya hai buss loe lo,4.0 out of 5 stars
"I've used these for 1 year 2 months. I reinforced the weak Y joint, the inline mic and controls, the Aux joint and the ends of each earphone but it still stopped working.

Overall:
Sound 9/10
Comfort 8/10
Bass 9/10
Inline controls 10/10
Mic quality 10/10
Durability 5/10
Tangle free 0/10
Wire length 6/10
Long use 8/10
Waterproof 9/10
Accessories provided 0/10
Now a days even basic earphones come with a velcro strip for wire management, a travel pouch or case, a shirt clip. Mi should look into that and build quality if someone's going to pay 800₹ for these.",2.0 out of 5 stars
Bass is low.Need to Improve for more Bass.,4.0 out of 5 stars
"The build quality is sturdy nice sound and is good for pubg players, i mean footsteps and noise is perfect, bass not that level but ok.. you get user manual and three extra eartips for your fitting S/M/L. And before time delivery thats nice, good experience overall lets see after long usage.",4.0 out of 5 stars
Super for music lovers,4.0 out of 5 stars
"The overall sound quality is good but compromise have been made in wire quality and when you hear it for long duration they heat up in your ear. Although sound quality is decent in the price range and you can definitely buy this for it's price, if you want a durable earphone with good sound quality, then this is it.",4.0 out of 5 stars
"I have already used mi earphone basic. After 1 year 6 month used mic was stoped working and next one side stoped working because i used very rough. The mic quality was really surprising i used that mic for youtube. That was a great deal of 399 so I ordered again mi basic earphone on 7th april but next day 8 th april i suddenly saw mi dual driver earphone @599 because of mi fan festival i think that was a great deal so i cancelled my mi basic earphone order and placed order for mi dual driver i got it by today 11th april.
I used that earphone that was great for 599 but idk is it worth for 799.
My thought was mi basic earphone and mi dual driver both are same in sound quality. Mi dual driver have extra Pros brided cable, 3 function button only. Mi basic earphone gives a great ear comfort but dual driver have slightly heavy in my ear.
If you are looking for a earphone under 500 mi basic earphone @399 was GREAT BUY. Under 800 Mi dual driver @599 GREAT BUY During FESTIVAL SALE.",5.0 out of 5 stars
"The sound is really good, if you're thinking of buy or not. I'd say just go for it, the sound quality is good it's balanced the bass is not too high, vocals are clear. The build is strong and stylish and should be lasting more than a year honestly. JUST BUY IT, YOU WON'T REGRET.",5.0 out of 5 stars
"There is absolutely no issue in sound, everything is just perfect. But these earphones are highly uncomfortable. I have been using sony before these and they were super light and comfortable but this isn't yhe case with mi dual driver. they are very heavy, big in size and uncomfortable in the ear.",4.0 out of 5 stars
Good quality product and design,4.0 out of 5 stars
Very good,5.0 out of 5 stars
Sound quality is very good i love this sound quality and i also want to give more stars for the sound quality . Noice cancellation is good but not provide that kind of you know nor the bass quality is so awsome and this earphone is worth it . Hope next time they make a better noice cancellation . This earphone awsome,5.0 out of 5 stars
"Sound quality is good due to dual driver.
bass is average.
dolby sound can't be heard while listening music but can be heard while playing pubg( we can't distinguish between sounds coming from left,right,back while listening music )
it's sound ,bass varies from phone to phone.
good earphones in 600 price range if bass compromised.",4.0 out of 5 stars
It's Really good headphone. It's HD Sound effect and Bass is awesome. I like it. It is value for money. Go for buy it. Hurry up.,4.0 out of 5 stars
"I got this headphone because it said it had better bass and treble quality, i think the music quality is good but one problem is after i wear it for 30 minutes my ear starts to hurt because of the shape of plugs i recommend to buy realme buds it also has good sound quality and your ears will not hurt even if you wear it for 2 hours.",2.0 out of 5 stars
Have been using this for the past few weeks and I have no complaints whatsoever. They sound good for the price. They are lightweight and cable is braided. Satisfied.,4.0 out of 5 stars
"Superb product with bass and treble
With crispy sound quality.ideal for singing in starmaker mic quality superb crispy sound just like condenser studio Mike I love it♥️♥️♥️♥️♥️👏👏👏👏👏ankh band karke kharid lo👍👍👍",5.0 out of 5 stars
If you are looking for gaming headphones in check then you can go with your eyes closed..your sound sense will improve next level an if you are music listener n Bass lover you can also go for it . It's bass is awesome 👍 Value for money without a doubt,4.0 out of 5 stars
"The delivery is late,even after reached final station raipur at 5:53pm in 23 jan,it came at 11:55am in 25 jan,it may be decided delivery date but it could do better & deliver early even if we are non prime members.
Otherwise the earphone sound quality is very good but its build quality for upperside earphone wires are slightly cheap like Rs.150 but bottom side the jackside of earphone is braided,but will it last more than 6 months which warranty deadline lets see.
But Amazon have to work on their delivery timing for non prime members atleast they should try deliver before assumed date.",4.0 out of 5 stars
It's an fantastic earphone for MI mobiles. But if you want to use this for another brands then please reconsider your decision.,4.0 out of 5 stars
"If you are able to compromise the build quality for a great sound quality with limited warranty then do buy otherwise look for other relaiable options but have to spend some money more.
If budget is concern then simply go with Boat Bassheads 225 that comes with great bass,good Build with flat TPU cable and 1 year solid warranty combed with good customer service.
Realme Buds 2 is also a good option but they provide only 6 months warranty and it is not fully braided.I doubt it can last 1 year.",3.0 out of 5 stars
😑😑😑😑😑😶,5.0 out of 5 stars
"There is issue with the buttons given for volume and pause/play. Sometimes pause button is long pressed automatically so it leads me to Google assistant. Sometimes music is paused and palyed automatically.
By the time i faced this, is too late to replace.

I don't suggest this.",1.0 out of 5 stars
comfartable fitting,4.0 out of 5 stars
Quality is best I used,4.0 out of 5 stars
"Full rating is also not enough to describe how happy i am.. !! Deserves out of appreciation, hats off mi.

Fits my ears jz right provided with earbuds of 3 sizes s/m/L

1-(Metallic mesh)- present on the earbuds casing
2-Barided cable - Uptil the cable separates to R/L
The r/L cables are normal like cables
10mm + 8mm drivers which to me is more than enough to giv a head on challenge to jbl t205 wired earphone mi passes with breeze jus fine...
3-magnetic earphone to do away from it dangling
4- 90° L shape earphone jack to prevent harsh damage to phone's headphone jack as well as bending the earphones pin upon accidental phone drop facing the jack head-on
5-matte blue finish
6-carbon fibrish look on the magnetic surface looks pretty neat and is quite an abstract
7-magnets surface has engravings and embossings so that it dosent slip off...this is a good part that it keeps it in place, As flat surface magnets do have the tendency to slip a little.

I'm very impressed, attractive price, worth ur bucks.
Totally

if u no what the company is all about jz like me jz go hit that buy button now!

The one I ordered is a blue one.

This earphone is perfectly done right
And appario retail NVR fails to impress me every time evry single delivery for keeping authentic products in stock and ensures proper safe and undamaged delivery.
What a seller hats off to his/her hard work.",5.0 out of 5 stars
"Crap audio of you on a bass heavy song. The reverbs of the bass mask the audio. On the other hand, it sounds pretty good on music without bass. Audio books sound normal.
The braided wires and the magnetic heads are handy.
If you're not into too much bass(I don't think anyone will be) and don't care about the braided wires, go for senheiser.",4.0 out of 5 stars
"it gets damaged so fast
and if you will go to claim warrenty when it not works properly, they will not give you warrenty if they see a single scratch",1.0 out of 5 stars
Good,4.0 out of 5 stars
Sound quality is very good osmmm,5.0 out of 5 stars
साउंड क्वालिटी ठीक नहीं थी बेस बहुत कम थी जैसा जो सोचा था वैसा नहीं मिला,3.0 out of 5 stars
"Very good sound, gaming earphone",5.0 out of 5 stars
"Bought this and used for almost 10 days.. earlier I had realme buds 2, boat 225, ant w56...had many expectations due to dual driver an all but trust me guys sound quality overall is not upto mark as per price. Realme buds 2 is far better than this.. loudness is ok, bass ok, Crisp ok..I am not satisfied with this earphone at all..this are average earphone so plz Don't go on dual driver stuff.. nothing any extra even can't compete with 500 rs earphones..now can't even return..anyone want my earphone contact me",2.0 out of 5 stars
Best quality and best sound,5.0 out of 5 stars
Good one of the best earphone,4.0 out of 5 stars
"Okiesh for PUBG.
For other things it's quite good.
FOR THE PRICE OF 799 AND 699 IN SALES(RARELY) IT'S BEST IN IT'S PRICE OVERALL.

but you can preffer REALME BUDS 2 if you don't use it while driving and keeping the 3.5 joint in stress . For that they are more value for money and even better for gaming.

They are lil bit more comfortable for longer sessions while these one are more classy but lose the paint on the edges pretty easily.

Have bought 3 pairs since the day it launched. And 3 things that is sure to fail in it and how to avoid them.

1. Right earpiece not working.

Make sure to not to pull the mic near your mouth for long durations ,it damages the right earphone.

""You can get it replaced under warranty thought""

2. The ""Y"" joint.

Make sure to not share the earphones with others. It breaks the joint and it's the most common thing that breaks.

""it won't be replaced under warranty.""

3.Mic button Malfunction

Well you can't do much about it ,rather than Not sleeping with it. Good thing is it will be ""REPLACED UNDER WARRENTY""",3.0 out of 5 stars
"Good just of bass, even voice sounds like bass. Audio quality is beyond bad.",2.0 out of 5 stars
You can go for mi 400 rs earphones,3.0 out of 5 stars
"Just Average sound output....
Good option for Higg Bass seekers
Rest everything is ordinary like any other basis earphones
Ok buy on this price",1.0 out of 5 stars
"Everything is perfect, the sound clarity and all the effects, but only the bass was a little low, I was expecting a little more bass, boomy kind of bass, that is the only thing I missed, everything else is perfect that I expected......overall 4/5 I'll give",4.0 out of 5 stars
Excellent sound quality but overpriced,4.0 out of 5 stars
Mic is bad,2.0 out of 5 stars
"Good but not great in terms of sound quality specially bass. Great build quality. Found length of cable too much, irritating at times. Overall 4/5.
The Jbl Infinity is whole lot better in terms of sound quality and bass, very comfortable on ear & also bit cheaper but doubt the reliability bcoz it only lasted 7mos ,warranty 6mos .",4.0 out of 5 stars
Not durable,2.0 out of 5 stars
"VERY NICE HEAD PHONE... RICH BASS WORTH FOR YOUR MONEY AND TANGLE FREE CABLE VERY NICE.

Sounds 4
Bass 4
Design 3.5
Over all 4.5/5

This head phone using 2 year still working perfect",5.0 out of 5 stars
Good,4.0 out of 5 stars
I have used several earphone and know about sound quality so first bass is ok like not too good quality is nice I can here all the instruments and very nice quality it is balanced and good build quality and mic too but the big problem for me was fit bruh it just don't fit in your ears and it have really bad ear tips like it may fit in your ears but it was bad for me I used other earphones eartip for this and now there good like in one word I can say is sound is really good but if your thinking of like really good bass your at the wrong place you can go for this for sure,4.0 out of 5 stars
"There are two types of sound lovers one who's ear find high treble and find hard to hear the instruments if buried under decent bass . While others(like me) who find hard to listen through high treble earphones which hurts ear after few minutes of using. I have found my some friends using skullcandy inkd, Sennheiser,jbl saying they find hard to listen and discriminate thru my earphones while some of my other friends including me find these quite pleasing to our ears while I can assure you that if you have had chance of listening to above mentioned earphones and found them to be little painful to then you should try this one so they can be best earphones in under 1000 rupees.i can tell difference that one driver is creating very clear sound although it have given very balanced bass which is good it is not giving any unnecessary bass if song is full of bass it will provide you with punchy bass......in the end you can't complain anything at this price....also remember it is under 800 rupees and providing dual driver not at best of dual driver but other will provide similar sorround sound experience above 2000 rupees......I hope it helped.....and for your information I have used more then dozen earphones and so far it justify it's price....you won't complain.....",5.0 out of 5 stars
Sounf Quality is Excellent. Bass Quality superb.,5.0 out of 5 stars
🙂,4.0 out of 5 stars
I Like It Thise Earphone.,4.0 out of 5 stars
nice,4.0 out of 5 stars
I have used mi dual driver earphone and mi earphonic silver earphone also and after comparing i think mi earphonic silver is the India's best and top quality of sound earphone.,3.0 out of 5 stars
Sound quality is very good if you are a bass lover . you can hear the vocals clearly without any distortion.cable look very premium .you can feel the build quality when you hold on to your hands .it is braided cable .not completely braided but 75 percent of the cable is braided.The remaining 25 percent is good quality rubber.it has magnet on both sides of the speaker that really helps to get rid of tangleness.i won't say it is 100 percent tangle free but yes up to certain extent yes.overall considering the price it definitely a good earphone if you need a decent sound with good quality.,4.0 out of 5 stars
"After 11 month use not facing any issue.
Build Quality is Excellent.
Sound quality is excellent.
Bass quality is good.
Noice cancellation is good.

Quality & performance is excellent so go for it.",4.0 out of 5 stars
"It is just overpriced with dual drivers advertisement, sound quality is not better than realme buds 2, mids and highs are not sufficient, best for calling purpose as it has mic near your mouth and voice cancellation works amazingly. only tangle free cable is the main pros otherwise go for buds 2 which is available 200-300 bucks cheaper than this.",4.0 out of 5 stars
"Rich bass and vocals, good for electronic songs and watching movies too. Build quality is superb.",5.0 out of 5 stars
Average soubd quality like low cost earphone like 200 150rs,3.0 out of 5 stars
Nice product. But very disappointed with this because within 2 months when I am playing any songs or watching videos automatically it stopped and decreased volume. Because of the mike it is not working properly. It's a bit on and off after 2 months of usage. It doesn't have return option also 😒,4.0 out of 5 stars
The best earphone under 800,4.0 out of 5 stars
"If buying it for bass don't buy, you'll be disappoint.",3.0 out of 5 stars
I like sounds quality and noise cancellation are good but not excellant,4.0 out of 5 stars
"Highly satisfied

Value for money product.

Works with all Android phones but best with Mi phones.",5.0 out of 5 stars
Osmmm product,5.0 out of 5 stars
Mi dual driver is love,4.0 out of 5 stars
Very cheap product in name of fake dual driver quality like 300 rupees headphone like. Don't buy this prise,2.0 out of 5 stars
"I'm writing this review
After a week usage
From my experience
Sound quality was very good
If use 1 or 2 volume it was quite good to hear
On that low volume itself I can able to catch the details in the songs
Bass was awesome 👌
Before I have used the JBL cs50 compare to that it was very good
Braided cable was awesome 👌
If fuly means it was satisfied more
I'm neckband also same like it has the magnetic
And look was also super
For calling also I felt it was good noise cancellation
While using with pillow also comfortable",4.0 out of 5 stars
"In sound quality it matches with Apple.
Dual drivers - music lovers definitely likes it, they can feel the difference.
Only small issue that is ear speakers are slightly slippery.",5.0 out of 5 stars
The headset is good from all other aspects except for durability. With a very normal use one side was not working after a couple of months,2.0 out of 5 stars
"Bass nothing,as dual driver you get nothing, noises and nothing good except wire and magnet",3.0 out of 5 stars
"Build quality looks fine but everything else is average about this earphone. Compared to realme buds 2, buds 2 is better than this, atleast in sound quality, noise cancellation and bass",3.0 out of 5 stars
"The sound quality is average and bass is not that good i would suggest realme buds as they have good sound quality and comfortable, the the size of the earphones fitting in ear is massive and hard so it hurts if I wear it for long",3.0 out of 5 stars
Sound quality is good but bass is very average.,4.0 out of 5 stars
The earphones sounds clear and decent. Major difference in sound is not observed though it's dual driver.,4.0 out of 5 stars
I purchased it by reading the feedback.....but literally disappointed when I listen the song.....it literally has no bass....but if you are using it for your office calls then it's very good because voice is very clear....i am satisfied as I am using for office call only.,3.0 out of 5 stars
"I like the quality,price,and design of it but mic was not working fine.",3.0 out of 5 stars
Excellent product,5.0 out of 5 stars
"They claim it is tangled free but it's totally not true sometime it's very irritating to fix the tangled wired
Although sound quality is ok but improvement was required
Quality of the product is good can be used for long hours",4.0 out of 5 stars
After few hours earbuds giving pain in ear because of its size.....,4.0 out of 5 stars
"I bought it for gaming but I returned it.

Pros:
1. It looks very good and Build quality is super.
2. Vocal sounds are good and there is high bass
3. Good call quality.

Cons for me:
1. In gaming(BGMI) sounds are not much clear due to high bass( I have boat 225 and it has better sound for gaming).

If my review was helpful pls like it..... I mean click on helpfull..

Thank you",3.0 out of 5 stars
"I come from the mi basic, mi headphones and to this. I was spoiled by the good sound from the previous one which for some reason satisified me the whole me unlike this. And this headset is the same but the sound stage is lacking it sounds flat with sure a bit of bass separation but thats it. Some tracks can blow you away but that is not a gaurantee. All in all i ahve to say it is a bit iver priced but if you get it on sale or soemthing with 150-200 discount its a good buy.",4.0 out of 5 stars
"Buying for the second time. Last one lasted 1 year before the wire got snapped from the point of intersection. Premium bass. I use Poweramp (Paid app) for extra bass. No headphone apart from Sennheiser CX 213 and this redmi dual driver one could handle the extra thump so precisely. I love this pair of earbuds. Just terrific sound delivery. Obviously recommend for music purpose.

CON:
Not a very good option if you are willing to use it for conversation purposes. Picks up external sound so much that the person on the other end will end up having a head ache. Apart from this, it is truly a beast for delivering high quality music and premium bass.",5.0 out of 5 stars
"The sound quality is fine I am using these headphones with Dolby Atmos and they sound great I have compared the sound quality with realme buds to ,dual drivers gives mi an edge over the realme .
Coming to the build quality after 1 month of heavy use I am a bit worried about the y spiltter because the metal earpieces are a bit heavy , it's a bit weak and the volume and pause buttons are not that clicky,these two are the only issues I have
Other pros are 1 . they feel premium
2. You will definitely notice the dual drivers are different",4.0 out of 5 stars
Best for 799 Rs I bought in sell for only 600. Best budget earphones. Cable quality in good. And L shape connecter in soo good I am using this earphones for 5 months and I don't have any issues. 👍,5.0 out of 5 stars
"Iam reviewing it after 7 months of rigorous use and can say, this is the best sturdy earphone in the budget segment of rs800.. Some pros and cons:-
PROS-
1.Sounds are properly balanced and no distortions are there... A balanced sound one will feel listening to any genre of music while at home or traveling.
2.It simple fites in the ears and is easier to wrap around your neck if you are traveling in crowded bus/train as it won't fall easily due to magnets.
3.While playing battleground games like free fire/pubg you can listen footsteps and directions of enemies easliy (but still would recommend to use other sound apps also available from playstore.. Bcoz it's not a pure gaming earphone).
4.While receiving calls you will hear proper and loud voice.Microphone quality is good.
5.Cables/wires quality used in the earphone is very good and the braided one is hard to tear..
CONS-
1.While you listen to any online classes or lectures in YouTube you will feel less sound a little bit. But that is not an issue.. You can simply increase the volume then.
2.Wires are 75-80% tangle free and not 100%.",5.0 out of 5 stars
 Manageable at this price range and good quality,4.0 out of 5 stars
 Quality good I am not satisfied,2.0 out of 5 stars
"Hi
After using these earphones I feel there's no sense were they called dual-driver In new mi earphones because in past days I was using Realme Buds 2 which is amazing
sound quality good amount of bass but in this mi dual-drive I don't like it because not happy with noise cancellation the sound is very low that's my opinion, bass ok, or crinkly treble cannot listen most of the musical instruments so let's talking about comfort seriously guys worst experience if I wear it an hour to listening music or playing games like pubg you feel too much pain if your ear size small like me so before, buy these earphones then make sure you remember these things, I mentioned in review but in build, this is Good one Realme like Build Quality so there's no compromise with the build quality go for it if you like Mi.

Thanks",3.0 out of 5 stars
 Very Bad product ✍️,4.0 out of 5 stars
